epoch,coeff_determination,learning_rate,loss,pearson_corr,val_coeff_determination,val_loss,val_pearson_corr,val_wrap_function,val_wrap_function_1,wrap_function,wrap_function_1
28,0.07174015876008251,6.16211e-05,0.2684683671603095,0.5791758987718684,0.39556750803065477,0.47122348788985635,0.6622153549266041,0.6209573402440638,0.5693701005519781,0.9981437768383938,0.9923048906650402
29,0.08077493590826774,7.324219e-05,0.2675127885123591,0.584171296205997,0.3854914617717714,0.47431863689781134,0.6560379655737626,0.5473207385020149,0.4679921559821394,0.9977739901479122,0.9913131200893535
30,0.08936771990160118,6.16211e-05,0.2668070458986423,0.5848781924704419,0.3853007680491397,0.4753007265410029,0.6551421219244935,0.5636523798892372,0.47837037860899045,0.997896062483233,0.9920586822371437
31,0.08638643945306868,5e-05,0.2661272022487813,0.5820741219450171,0.3726694985439903,0.4806972894005309,0.6513513240599095,0.5380737028623882,0.45467427538749866,0.9975356875667293,0.9921775044422115
32,0.11146462727068437,5.5810546e-05,0.2650349115853387,0.5896575151702586,0.3924276177148174,0.47730288415923156,0.6660923648597603,0.6029637198250993,0.5030352211088166,0.9979723688283231,0.9924006549581312
33,0.11905721954800644,6.16211e-05,0.2655906886413769,0.5946149859192067,0.3817732102888867,0.47596284935348915,0.6583907910755702,0.6591872590825074,0.6031677809424867,0.9979751028364084,0.991985731997548
34,0.11787531037833933,5.5810546e-05,0.26451121031660874,0.5956767853697655,0.4070485341817813,0.4650902714048113,0.671905559704716,0.6897823231672882,0.5777513109427646,0.9974860925537755,0.9911248861754824
35,0.08604213559676675,5e-05,0.26422019460699314,0.5909178895434213,0.383888027990671,0.4738891364488387,0.6551353798773055,0.6996577671595983,0.5512811246671174,0.9978535825026115,0.9919694549181857
36,0.1426073837549983,5.2905274e-05,0.26320046729865965,0.6032449303514696,0.37854657764721633,0.47621588805564363,0.6455656250616661,0.6515371414055502,0.6502438980833929,0.9979132440606513,0.9919201946363686
37,0.10347557179869084,5.5810546e-05,0.2628725837991492,0.5973627097642544,0.3912057862245947,0.48031551604880424,0.6644142706591384,0.652314531623869,0.5642549253047857,0.9978814096547262,0.9919023582935562
38,0.12861122892225432,5.2905274e-05,0.26273191142614777,0.601237644760438,0.3910955330482999,0.4768840811754528,0.6659745731748137,0.5360169065570025,0.4548071049209824,0.9976991072629947,0.9915284580368859
39,0.1516678957728409,5e-05,0.26284831615459336,0.6057643822182083,0.3737744821641678,0.48238210194092945,0.6522846342029428,0.6245560580570447,0.5209505583558763,0.9973055650501966,0.9903641586940957
40,0.10255350544084445,5.1452636e-05,0.2609727255690762,0.5976083212257197,0.39481731079574817,0.47255001650717027,0.6660225802794435,0.6507297346354427,0.5869840170207776,0.9972602572688868,0.9915022422272868
41,0.1388823458291508,5.2905274e-05,0.2611337408513422,0.6048355635215219,0.39549935742428427,0.473741996153853,0.6583062205995832,0.6775872926122712,0.5707881227695852,0.9974615866163526,0.9911996752220836
42,0.17722221768698931,5.1452636e-05,0.2608679318637179,0.61486162955118,0.39078982817499264,0.4714451283440554,0.6590242842086276,0.6451261198610292,0.5832362140927996,0.9978076989144907,0.9915756272419383
43,0.18343819885397447,5e-05,0.2608108977899605,0.6131174349222576,0.3743967592268062,0.4802168720646908,0.6541490961734514,0.6342052736676725,0.5446720141217225,0.9980188954963333,0.99234738643395
44,0.1659389958264169,5.0726318e-05,0.2600897145761578,0.6142817794185232,0.38667986357122436,0.47287065108915916,0.6595254468738585,0.6874893006077386,0.6548430093248984,0.9973263695568929,0.9904450413227859
